PassengerId,Survived_pred,Probability
1101,0,0.14107867778958533
1102,0,0.17126025997711455
1103,0,0.141224219557154
1104,0,0.2483494072349338
1105,1,0.7799971800259511
1106,0,0.2885394866443728
1107,0,0.15240918061932712
1108,1,0.8631665225901538
1109,0,0.288678234709737
1110,1,0.9005164670237897
1111,0,0.14253796975303937
1112,1,0.8672679691474696
1113,0,0.144634166090415
1114,1,0.8564678871182572
1115,0,0.1443070603013828
1116,1,0.7945763014167032
1117,1,0.6582283488428542
1118,0,0.1417376758397208
1119,1,0.8630043975129282
1120,0,0.16418900285871235
1121,0,0.147114305928322
1122,0,0.2651364437092487
1123,1,0.8925975113627247
1124,0,0.11869594676882818
1125,0,0.1498820287889717
1126,0,0.233825381558414
1127,0,0.14647118874614748
1128,0,0.28770809421567434
1129,0,0.17177742260355772
1130,1,0.9019764034696427
1131,1,0.9142783125559751
1132,1,0.7802851335162263
1133,1,0.8067908556867512
1134,0,0.2623418150434927
1135,0,0.1423215374709243
1136,0,0.0783742571110452
1137,0,0.15767313279734152
1138,1,0.8735388118248036
1139,0,0.10612265960401102
1140,1,0.8631293483506891
1141,1,0.6970508476455579
1142,1,0.9372347783127651
1143,0,0.14656239245185718
1144,0,0.21258263433320918
1145,0,0.1431694465279151
1146,0,0.1493380887883813
1147,0,0.1418756840511559
1148,0,0.14980594927794263
1149,0,0.14253796975303937
1150,1,0.8582139222173644
1151,0,0.14428041583850412
1152,0,0.12168322527811873
1153,0,0.1443819676160931
1154,1,0.8765338369236092
1155,1,0.8399113487222287
1156,0,0.1265033738114331
1157,0,0.14233256438510078
1158,0,0.15310662449501836
1159,0,0.1418756840511559
1160,1,0.521906753891834
1161,0,0.1577477150686705
1162,0,0.1784378196229112
1163,0,0.14980594927794263
1164,1,0.8805495303067373
1165,1,0.863064901568262
1166,0,0.15177289257305543
1167,1,0.8591826534145038
1168,0,0.13755851345201917
1169,0,0.14179373176068863
1170,0,0.1310311755958163
1171,0,0.1428720184066667
1172,1,0.5397331886405948
1173,1,0.7728119832687378
1174,1,0.8630043975129282
1175,1,0.9016913793616822
1176,1,0.833791349584024
1177,0,0.15005746583598176
1178,0,0.14148350940775425
1179,0,0.1765272602487113
1180,0,0.15177634039323443
1181,0,0.14253796975303937
1182,0,0.1532067746624575
1183,1,0.8576770256343247
1184,0,0.15177634039323443
1185,0,0.16220230735554728
1186,0,0.15317771287588264
1187,0,0.14122220350192827
1188,1,0.9426821356504707
1189,0,0.1530757499110876
1190,0,0.15085266918727597
1191,0,0.14314589818669038
1192,0,0.1463350178658078
1193,0,0.12891807391961
1194,0,0.11439316258410921
1195,0,0.14228097745497834
1196,1,0.8630043975129282
1197,1,0.8049398820625229
1198,0,0.3300018108177291
1199,1,0.7804250139532338
1200,0,0.1704067324130629
1201,0,0.44076431828526935
1202,0,0.15361891598324984
1203,0,0.16401997969785667
1204,0,0.14190854099569716
1205,1,0.8283569215803903
1206,1,0.8783991521130311
1207,1,0.8641164930041809
1208,0,0.40951487709694817
1209,0,0.15309525698327858
1210,0,0.14160179546872803
1211,0,0.14258038863379544
1212,0,0.14106433225788856
1213,0,0.15621746584558094
1214,0,0.13942093494393765
1215,0,0.15013599601511907
1216,1,0.8733710267501641
1217,0,0.14079147797268016
1218,1,0.8058453420351119
1219,0,0.1805572445007477
1220,0,0.13389423365613728
1221,0,0.1475463410360929
1222,1,0.7950769481287332
1223,0,0.15296813364098902
1224,0,0.15177289257305543
1225,1,0.7863380066496274
1226,0,0.14165662335095638
1227,0,0.1510986562917732
1228,0,0.14235046552752295
1229,0,0.11461901559906501
1230,0,0.15721666481254015
1231,0,0.15177634039323443
1232,0,0.15804126993192452
1233,0,0.1460700838267926
1234,0,0.4288770223236893
1235,1,0.7389722999724851
1236,0,0.07639654382346878
1237,1,0.57389067247874
1238,0,0.13942093494393765
1239,1,0.6156884582373556
1240,0,0.14148190765061133
1241,1,0.8834574621355129
1242,1,0.8875513315280389
1243,0,0.1382051836849205
1244,0,0.24051856877000957
1245,0,0.1397858008895839
1246,1,0.7960269459108152
1247,0,0.15253278558354885
1248,1,0.8092843685745449
1249,0,0.14231051354616675
1250,0,0.14980594927794263
1251,0,0.4415514008584169
1252,0,0.17907109059585932
1253,1,0.9147238059549851
1254,1,0.8834574621355129
1255,0,0.142680537111058
1256,1,0.8977094299010225
1257,0,0.42313890665414156
1258,0,0.14676084558233135
1259,1,0.655354681251068
1260,1,0.8852747814549496
1261,0,0.12754432315891578
1262,0,0.15308769049676002
1263,1,0.8618050956127722
1264,0,0.15606589199412815
1265,0,0.15259157002583515
1266,1,0.9124021280792045
1267,1,0.8489739046894998
1268,0,0.302050914406226
1269,0,0.1463503417543658
1270,0,0.15407406123487488
1271,0,0.12754636560573798
1272,0,0.14980594927794263
1273,0,0.14889625935544284
1274,1,0.5482351052115908
1275,0,0.4849797592338153
1276,0,0.1392464756537321
1277,1,0.8631070704599432
1278,0,0.1411203003891315
1279,0,0.14388834259656694
1280,0,0.15134661128728608
1281,0,0.12686527970340727
1282,0,0.16678515743507388
1283,1,0.9092133965991771
1284,1,0.5335680235236138
1285,0,0.15051396996651442
1286,0,0.0515430764711062
1287,1,0.8967717293069403
1288,0,0.1485069334089867
1289,1,0.9194956716581402
1290,0,0.14274630642397088
1291,0,0.15229122759676444
1292,1,0.8766515825681094
1293,0,0.13662154262938012
1294,1,0.9030504417179429
1295,0,0.20369472338932404
1296,0,0.22162721764029072
1297,0,0.15067337551974583
1298,0,0.14225180162243395
1299,0,0.3781108980550671
1300,1,0.8629676865087526
1301,1,0.8168200396236877
1302,1,0.8630043975129282
1303,1,0.879087770693354
1304,1,0.5207999517666244
1305,0,0.14253796975303937
1306,1,0.8867029072491136
1307,0,0.15199455759887018
1308,0,0.14253796975303937
1309,0,0.11562755876782739
